ID,TARGET
2,0.9538904899135444
5,0.9329268292682922
6,1.0
7,0.9960513326752222
9,1.0
11,0.7736111111111104
12,0.9329268292682922
15,0.7736111111111104
16,0.9655133120080742
17,0.9817715019255457
19,0.9655133120080742
21,0.9960513326752222
22,0.9891696750902528
24,0.9891696750902528
27,0.989342806394316
28,0.9817715019255457
30,0.875
33,0.9960513326752222
35,0.9655133120080742
37,0.9653905645784998
38,0.9817715019255457
40,0.7736111111111104
41,0.9817715019255457
44,0.9960513326752222
46,0.9538904899135444
47,0.9960513326752222
48,0.9960513326752222
50,0.989342806394316
52,0.8510928961748632
53,0.9960513326752222
55,0.9655133120080742
57,1.0
58,0.9960513326752222
59,0.9892008639308856
62,0.9655133120080742
63,0.9817715019255457
64,0.9655133120080742
65,0.9891696750902528
67,0.9803921568627451
69,0.9329268292682922
70,0.9969418960244648
71,0.9817715019255457
72,0.9960513326752222
73,1.0
76,0.9960513326752222
78,0.9960513326752222
79,0.9655133120080742
81,1.0
85,0.9817715019255457
86,0.9960513326752222
89,0.9538904899135444
94,0.8723404255319149
96,0.9960513326752222
97,0.9891696750902528
98,0.9969418960244648
99,0.9817715019255457
100,0.770833333333333
103,0.9146341463414638
104,0.989342806394316
108,0.989342806394316
110,0.9960513326752222
112,0.9803921568627451
114,0.9329268292682922
116,0.9817715019255457
117,0.9891696750902528
119,0.9960513326752222
120,0.9960513326752222
121,1.0
123,0.989342806394316
124,0.9538904899135444
126,1.0
128,0.9891696750902528
129,0.9329268292682922
133,0.9653905645784998
138,0.9655133120080742
147,0.9653905645784998
149,0.9817715019255457
158,0.9960513326752222
160,0.989342806394316
164,0.9653905645784998
167,0.9285714285714286
168,0.9655133120080742
174,0.9892008639308856
181,0.9817715019255457
185,0.9538904899135444
187,0.9960513326752222
189,0.989342806394316
190,0.9538904899135444
194,0.9939024390243902
197,0.8800000000000001
198,0.9817715019255457
201,0.9538904899135444
205,0.989342806394316
208,0.9146341463414638
211,0.9817715019255457
216,0.9653905645784998
219,0.9329268292682922
223,0.9960513326752222
224,0.9146341463414638
226,0.9892008639308856
229,0.9891696750902528
230,0.9817715019255457
237,0.9817715019255457
238,0.9655133120080742
240,0.9146341463414638
243,0.9969418960244648
245,0.8723404255319149
246,0.7736111111111104
247,0.9969418960244648
248,0.9960513326752222
249,0.9960513326752222
250,0.770833333333333
251,1.0
255,0.9146341463414638
256,0.9655133120080742
257,0.9146341463414638
260,0.8510928961748632
261,0.9960513326752222
263,0.7736111111111104
264,0.7736111111111104
267,0.989342806394316
268,0.989342806394316
272,0.9960513326752222
274,0.9960513326752222
275,0.9960513326752222
277,0.770833333333333
278,0.6666666666666667
280,0.9939024390243902
281,0.9655133120080742
282,0.8823529411764706
283,0.9891696750902528
284,0.9653905645784998
286,0.9817715019255457
290,0.9817715019255457
291,0.9653905645784998
293,0.9538904899135444
295,0.9329268292682922
297,1.0
298,0.9146341463414638
300,0.9960513326752222
304,0.9969418960244648
305,0.9960513326752222
308,0.9960513326752222
309,0.9891696750902528
310,0.9960513326752222
312,0.9653905645784998
313,0.7955182072829133
315,0.9892008639308856
317,0.9655133120080742
318,0.9653905645784998
321,0.9939024390243902
323,0.9329268292682922
325,0.989342806394316
326,0.9892008639308856
327,0.9655133120080742
328,0.9329268292682922
329,0.9655133120080742
330,0.9960513326752222
331,0.989342806394316
334,0.9655133120080742
335,0.989342806394316
336,0.9329268292682922
337,0.9960513326752222
